YEAR,humidity,tavg,tmax,tmin,district,rainfall,wind,yield
2007,76.0,20.72,36.86,7.94,Phalombe,3.3,2.08,1904.6804754943873
2008,72.06,20.78,38.46,8.02,Phalombe,2.49,1.98,1580.8095476988883
2009,73.87,20.83,37.16,8.38,Phalombe,2.42,1.99,2321.8204619082453
2010,73.97,21.26,37.8,8.08,Phalombe,3.79,2.03,1512.078419201324
2011,73.3,20.86,39.08,8.63,Phalombe,2.47,1.95,2001.9427402862987
2012,71.05,21.2,37.57,7.23,Phalombe,2.9,2.0,1775.800981930455
2013,74.06,20.61,37.39,8.61,Phalombe,3.25,2.1,2581.7352079981006
2014,72.27,21.12,38.1,8.72,Phalombe,2.71,2.06,2645.3337445703855
2015,72.07,21.22,38.87,8.57,Phalombe,4.01,2.0,1360.6797003471586
2016,69.91,21.77,38.64,8.7,Phalombe,3.27,2.07,1177.8776978417268
2017,74.94,20.98,38.57,9.24,Phalombe,4.94,1.93,2432.2080520130035
2018,78.57,20.36,36.79,8.46,Phalombe,4.03,2.04,2445.3549420279637
2019,75.57,21.12,38.67,8.21,Phalombe,4.68,1.98,2361.8656141252304
2020,73.94,21.12,39.68,7.37,Phalombe,3.79,2.03,2670.505277135466
2021,74.7,20.94,38.58,7.99,Phalombe,3.64,2.02,3688.047157698144
2022,78.01,20.48,36.26,9.15,Phalombe,6.13,1.96,2824.088557333654
2023,75.75,21.16,38.06,8.76,Phalombe,5.01,1.94,1678.2652853950844
2024,76.39,20.89,35.75,7.88,Phalombe,3.92,1.96,
2025,77.71,20.75,37.7,7.04,Phalombe,4.97,1.86,
1981,65.17,22.45,35.17,9.44,Rumphi,3.4,2.9,
1982,71.07,22.14,33.96,9.32,Rumphi,5.28,2.82,
1983,67.54,22.94,36.16,11.45,Rumphi,3.64,2.93,
1984,70.82,21.74,33.88,11.54,Rumphi,5.74,2.87,1745.1898075923039
1985,70.08,21.64,35.03,9.93,Rumphi,5.32,2.83,1523.1052708141394
1986,69.97,21.73,34.23,9.91,Rumphi,5.01,2.89,1423.9821029082773
1987,68.42,22.49,34.85,9.93,Rumphi,3.92,2.76,1162.5256773941112
1988,66.72,22.9,34.71,11.68,Rumphi,3.9,2.89,1226.851851851852
1989,70.89,21.8,34.86,10.54,Rumphi,4.75,2.83,1250.5367464905037
1990,65.98,22.57,36.42,11.21,Rumphi,3.18,2.99,1480.4432040654808
1991,67.61,22.44,35.21,9.91,Rumphi,3.76,2.86,1340.5113863363963
1992,65.35,22.65,34.81,10.19,Rumphi,2.77,2.96,741.9872489916295
1993,67.11,22.29,36.04,10.06,Rumphi,3.62,3.0,1945.269016697588
1994,66.3,22.49,36.22,10.63,Rumphi,3.44,2.92,824.4252308901553
1995,66.61,22.47,36.02,10.82,Rumphi,3.25,2.96,1409.855453350854
1996,67.78,22.26,35.56,9.43,Rumphi,4.05,2.8,1900.101291466194
1997,69.76,22.4,36.08,10.6,Rumphi,3.36,2.98,1525.8331286334235
1998,62.59,23.55,35.61,11.64,Rumphi,1.94,3.04,1785.3746709104482
1999,67.87,22.4,35.54,10.78,Rumphi,3.59,3.01,2252.4353658947653
2000,63.95,22.91,34.76,11.1,Rumphi,2.48,2.87,1996.7381634871997
2001,63.52,23.04,36.25,11.5,Rumphi,2.27,2.83,1539.949558638083
2002,65.47,23.03,35.21,11.0,Rumphi,2.86,2.91,
2003,64.78,23.21,35.65,10.69,Rumphi,2.8,2.65,1063.6001226617602
2004,67.62,22.77,35.49,10.8,Rumphi,3.15,2.87,1159.1375770020534
2005,64.36,23.32,35.8,11.51,Rumphi,2.03,2.81,1060.5712905368682
2006,68.78,22.74,35.62,10.19,Rumphi,4.34,2.66,2187.1493754207495
2007,69.14,22.65,35.99,10.91,Rumphi,4.02,2.68,2830.5097339872195
2008,67.59,22.45,35.55,10.47,Rumphi,3.22,2.62,2366.2305867951954
2009,67.92,22.68,34.47,11.25,Rumphi,3.39,2.62,3251.003869460466
2010,67.19,22.94,35.44,10.42,Rumphi,3.19,2.74,2659.7968281809544
2011,69.09,22.59,35.97,11.11,Rumphi,3.55,2.48,2877.5858391981233
2012,66.7,22.83,35.51,10.92,Rumphi,3.35,2.55,2600.793041698644
2013,65.52,23.13,36.54,11.82,Rumphi,3.34,2.76,2150.9165731387952
2014,70.07,22.7,35.24,10.81,Rumphi,3.92,2.65,2151.668553919936
2015,67.53,23.14,36.0,12.55,Rumphi,3.07,2.69,1375.7571678557006
2016,68.56,22.78,35.2,11.06,Rumphi,3.8,2.68,1584.1406768414067
2017,70.67,22.67,35.77,12.3,Rumphi,4.47,2.59,2578.6337518620985
2018,71.55,22.38,34.57,10.77,Rumphi,4.11,2.69,2487.425017885642
2019,71.37,22.85,37.13,11.61,Rumphi,3.92,2.58,2693.946742107863
2020,73.18,22.42,34.66,11.26,Rumphi,5.01,2.57,2849.7174000807427
2021,70.43,22.45,35.6,10.53,Rumphi,3.37,2.79,3504.628878327731
2022,71.03,22.25,34.46,11.94,Rumphi,5.05,2.6,3102.903571723171
2023,70.24,23.09,35.83,11.44,Rumphi,3.65,2.62,3062.8347018921813
2024,68.91,23.21,35.39,11.46,Rumphi,3.25,2.64,
2025,69.67,22.83,34.94,10.8,Rumphi,4.94,2.71,
1981,71.56,19.1,35.71,4.32,Salima,2.65,2.49,
1982,76.71,18.89,32.85,4.88,Salima,4.69,2.38,
1983,71.51,20.17,35.51,6.13,Salima,3.86,2.35,
1984,76.08,19.01,32.78,6.58,Salima,4.47,2.37,1523.7458193979933
1985,76.97,18.66,34.57,3.57,Salima,3.96,2.4,1071.8518518518517
1986,75.96,18.79,33.64,5.23,Salima,4.59,2.36,1059.090909090909
1987,71.51,19.72,34.76,5.47,Salima,3.24,2.31,1023.8322211630124
1988,73.89,19.6,33.4,6.12,Salima,3.58,2.46,1132.7433628318583
1989,76.31,18.99,34.95,6.22,Salima,4.45,2.42,1094.3037974683546
1990,69.21,19.88,35.07,6.98,Salima,2.9,2.48,874.6384631987912
1991,69.87,19.73,33.1,5.87,Salima,3.35,2.39,1146.7484972045902
1992,64.55,20.53,34.55,6.4,Salima,2.86,2.41,285.41718659013395
1993,73.08,19.51,35.03,6.08,Salima,3.89,2.39,1963.0077369439073
1994,64.87,20.18,35.72,6.35,Salima,2.67,2.48,497.66859511268456
1995,66.58,20.24,35.21,6.02,Salima,2.88,2.49,903.4995930705732
1996,71.33,19.63,34.83,5.65,Salima,3.38,2.41,1710.5987611837577
1997,74.2,19.65,35.56,6.74,Salima,2.9,2.52,1299.7959764661227
1998,64.16,20.94,34.44,7.53,Salima,2.12,2.63,1078.9651445555255
1999,75.77,19.26,34.09,4.95,Salima,3.32,2.56,2342.7448177269475
2000,70.65,20.01,33.82,7.71,Salima,2.6,2.46,1962.2352285395764
2001,69.51,20.05,34.08,5.55,Salima,2.8,2.39,1342.3963005265066
2002,68.43,20.35,34.8,5.81,Salima,2.6,2.42,1019.2918040948412
2003,70.57,20.11,34.86,7.18,Salima,2.89,2.25,1410.3772684769956
2004,72.67,19.9,34.49,7.28,Salima,3.51,2.4,593.559428254634
2005,65.98,20.63,35.23,6.91,Salima,1.88,2.38,544.4441765712771
2006,71.83,19.96,35.17,5.38,Salima,2.93,2.31,1556.9072302262082
2007,69.81,20.34,35.6,6.98,Salima,2.77,2.36,1609.6562208817616
2008,68.07,20.02,35.45,6.16,Salima,2.56,2.29,1617.3635125222677
2009,70.98,19.94,34.65,6.84,Salima,2.83,2.23,2366.5071504089924
2010,69.72,20.52,35.53,6.66,Salima,3.25,2.4,2228.7049080243146
2011,70.74,19.98,36.99,6.19,Salima,2.61,2.16,2367.6800919396123
2012,68.86,20.31,35.07,4.97,Salima,3.07,2.22,1747.7258602180914
2013,68.41,20.29,35.51,7.41,Salima,3.37,2.31,1766.798740772905
2014,70.53,20.23,36.56,7.02,Salima,3.68,2.29,2495.2648558642936
2015,67.98,20.68,36.32,7.41,Salima,1.75,2.37,1385.0381185851675
2016,66.43,20.93,35.54,7.94,Salima,2.27,2.4,1500.1915708812262
2017,71.7,20.28,37.03,7.83,Salima,2.7,2.42,1992.9386346270387
2018,71.05,20.29,35.15,5.41,Salima,3.36,2.39,1353.5776901161516
2019,73.52,20.19,35.84,5.67,Salima,3.62,2.32,1939.8990430118834
2020,71.56,20.32,35.16,6.76,Salima,3.93,2.33,2007.2341943043455
2021,72.2,20.03,35.5,6.84,Salima,3.07,2.39,2470.8959256457365
2022,75.12,19.66,34.57,7.01,Salima,4.48,2.23,1818.1898202143345
2023,74.17,20.36,35.64,6.61,Salima,3.3,2.26,1714.1174840676088
2024,70.23,20.6,34.4,5.97,Salima,4.22,2.29,
2025,72.29,20.28,34.9,5.95,Salima,2.89,2.42,
